EmpresaId,Location,lat,lgn,Description,Type,time,provincia,localidad,calification,BranchType
24613|4,AV. BRASIL 1128,-34.62776,-58.38065,FFCC GENERAL ROCA - EST. CONSTITUCIÓN,4,05:00 A 21:00 HS,CF,CONSTITUCIÓN,5,ESTACIÓN DE TREN,
25628|4,AV. ALCORTA 2599,-34.65055,-58.78972,FFCC SARMIENTO EST. MORENO,4,08:00 A 20:00 HS,BA,MORENO,5,ESTACIÓN DE TREN,
26303|4,JUAN BAUTISTA DE LA SALLE 4341,-34.55966,-58.50547,TECNOPOLIS,4,12:00 A 20:00 HS,BA,VILLA MARTELLI,5,,
27909|4,AV. EVA PERÓN (EX AV SARMIENTO) 5100,-34.83057,-58.27746,LAS 5 ESQUINAS,4,00:00 A 23:59 HS,BA,SANTA ROSA,5,ESTACIÓN DE SERVICIO,
28264|4,AV. PERITO MORENO 1700,-34.65050,-58.43121,CAJ CENTRO 1.11.14,4,10:00 A 16:00 HS,CF,FLORES,5,ENTE PÚBLICO,
28266|4,LEANDRO N. ALEM 1500,-34.54366,-58.71329,ESTACIÓN SAN MIGUEL,4,00:00 A 23:59 HS,BA,SAN MIGUEL,5,ESTACIÓN DE TREN,
28267|4,AVENIDAS JURAMENTO Y VIRREY VÉRTIZ ,-34.55852,-58.44956,ESTACIÓN BELGRANO C,4,00:00 A 23:59 HS,CF,BELGRANO,5,ESTACIÓN DE TREN,
28268|4,SALTA 2007,-34.63057,-58.38257,CASA NÉSTOR KIRCHNER,4,10:00 A 16:00 HS,CF,CONSTITUCIÓN,5,ENTE PÚBLICO,
28269|4,GRAL. JUAN GREGORIO DE LAS HERAS 2297,-34.74572,-58.42593,DIRECCIÓN DE TRANSITO,4,08:00 A 20:30 HS,BA,LOMAS DE ZAMORA,5,DELEGACIÓN MUNICIPAL,
28271|4,BELGRANO Y JUAN MARIN ,-34.47145,-58.51428,ESTACIÓN SAN ISIDRO,4,00:00 A 23:59 HS,BA,SAN ISIDRO,5,ESTACIÓN DE TREN,
28274|4,AV. 1 Y CALLE 43 ,-34.90451,-57.95041,ESTACIÓN LA PLATA,4,00:00 A 23:59 HS,BA,LA PLATA,5,ESTACIÓN DE TREN,
28276|4,ZUVIRÍA Y AV. HIPÓLITO YRIGOYEN ,-34.51903,-58.75062,ESTACIÓN JOSÉ C. PAZ,4,00:00 A 23:59 HS,BA,JOSE CLEMENTE PAZ,5,ESTACIÓN DE TREN,
28280|4,LUIS MARÍA DRAGO 251,-34.45908,-58.73664,CENTRO TORTUGUITAS,4,00:00 A 23:59 HS,BA,MALVINAS ARGENTINAS,5,CENTRO SUBE,
28283|4,LEANDRO N. ALEM 1400,-34.74371,-58.39626,ESTACIÓN BANFIELD,4,00:00 A 23:59 HS,BA,LOMAS DE ZAMORA,5,ESTACIÓN DE TREN,
28284|4,GABOTO E/RIVADAVIA Y L. N. ALEM ,-34.72491,-58.26026,ESTACIÓN QUILMES,4,00:00 A 23:59 HS,BA,QUILMES,5,ESTACIÓN DE TREN,
28285|4,VIRREY VERTIZ 1039,-34.65615,-58.35024,CENTRO INTEGRADOR COMUNITARIO,4,10:00 A 16:00 HS,BA,AVELLANEDA,5,DELEGACIÓN MUNICIPAL,
28288|4,LISANDRO DE LA TORRE 1500,-34.76333,-58.20981,ESTACIÓN BERAZATEGUI,4,00:00 A 23:59 HS,BA,BERAZATEGUI,5,ESTACIÓN DE TREN,
28290|4,AV. TTE. GRAL. JUAN DOMINGO PERÓN 300,-34.81120,-58.27449,ESTACIÓN FLORENCIO VARELA,4,00:00 A 23:59 HS,BA,FLORENCIO VARELA,5,ESTACIÓN DE TREN,
28291|4,AV. LEANDRO N. ALEM 150,-34.60599,-58.37024,RENAPER (25 DE MAYO),4,08:00 A 17:30 HS,CF,SAN NICOLÁS,5,ENTE PÚBLICO,
28292|4,AV MEEKS 1300,-34.77819,-58.39709,ESTACIÓN TEMPERLEY,4,00:00 A 23:59 HS,BA,TEMPERLEY,5,ESTACIÓN DE TREN,
28295|4,JUAN B. ALBERDI 4840,-34.60290,-58.56446,MUNICIPALIDAD 3 DE FEBRERO,4,08:00 A 15:00 HS,BA,TRES DE FEBRERO,5,DELEGACIÓN MUNICIPAL,
28296|4,SÁENZ 500,-34.77179,-58.64674,ESTACIÓN GONZALEZ CATAN,4,00:00 A 23:59 HS,BA,GONZÁLEZ CATÁN,5,ESTACIÓN DE TREN,
28297|4,AV GRAL. ROJO 3049,-34.75061,-58.58444,ESTACIÓN LAFERRERE,4,00:00 A 23:59 HS,BA,GREGORIO DE LAFERRERE,5,ESTACIÓN DE TREN,
28298|4,EDUARDO COSTA 2000,-34.48773,-58.49707,ESTACIÓN MARTÍNEZ,4,00:00 A 23:59 HS,BA,SAN ISIDRO,5,ESTACIÓN DE TREN,
28300|4,MORENO Y AV. DEL LIBERTADOR ,-34.66480,-58.72786,ESTACIÓN MERLO,4,00:00 A 23:59 HS,BA,MERLO,5,ESTACIÓN DE TREN,
28301|4,PARANA 3745,-34.50876,-58.52176,SHOPPING - UNICENTER,4,10:00 A 22:00 HS,BA,OLIVOS,5,SHOPPING CENTER,
28302|4,AV. PASEO COLÓN 1093,-34.62015,-58.36836,RENAPER (PASEO COLON),4,08:00 A 20:00 HS,CF,SAN TELMO,5,ENTE PÚBLICO,
28303|4,AV. DE LOS CONSTITUYENTES 3100,-34.55013,-58.52470,CAJ- CENTRO SAN MARTÍN,4,09:00 A 15:00 HS,BA,SAN ANDRES,5,ENTE PÚBLICO,
28304|4,DIAGONAL 141 (DARWIN) 600,-34.64914,-58.78975,ESTACIÓN FERNÁNDEZ MORENO,4,00:00 A 23:59 HS,BA,MORENO,5,ESTACIÓN DE TREN,
28306|4,PLAZA ITALIA 109,-34.91139,-57.95568,CENTRO SUBE LA PLATA,4,08:00 A 18:00 HS,BA,LA PLATA,5,CENTRO SUBE,
28308|4,AV. FEDERICO LACROZE 4181,-34.58653,-58.45501,ESTACIÓN LACROZE,4,00:00 A 23:59 HS,CF,CHACARITA,5,ESTACIÓN DE TREN,
28309|4,VEDIA 3632,-34.54535,-58.48844,SHOPPING - DOT BAIRES,4,10:00 A 22:00 HS,CF,SAAVEDRA,5,SHOPPING CENTER,
28310|4,AV MAIPÚ 2350,-34.51441,-58.48872,ESTACIÓN BARTOLOMÉ MITRE,4,00:00 A 23:59 HS,BA,VICENTE LOPEZ,5,ESTACIÓN DE TREN,
28311|4,REPÚBLICA 300,-34.85426,-58.52562,ESTACIÓN EZEIZA,4,00:00 A 23:59 HS,BA,EZEIZA,5,ESTACIÓN DE TREN,
28313|4,JUAN MARÍA GUTIERREZ 1150,-34.52096,-58.70048,UNIVERSIDAD NACIONAL GRAL. SARMIENTO,4,08:00 A 22:00 HS,BA,LOS POLVORINES,5,UNIVERSIDAD,
28314|4,RIO CUARTO 3335,-34.65266,-58.39459,CAJ- CENTRO 21.24,4,09:00 A 16:00 HS,CF,BARRACAS,5,ENTE PÚBLICO,
